project_id,county,property,ain,legacy_ain,legacy_redundant,apn,situs_address,situs_city,situs_zip,input_address,property_name,tract_number,method,use_description,use_type,use_code,year_built,units,bedrooms,bathrooms,sqft,roll_year,roll_land_value,roll_imp_value,roll_total_value,roll_land_base_year,roll_imp_base_year,real_estate_exemp,tax_rate_area,tax_rate_city,latitude,longitude,legal_description,notes,CMFA Total Units,CMFA Restricted,Total Tax Rate
139,Santa Clara,Thornbridge Apartments,684-28-078,,False,,"70 Crocker Ct, San Jose, CA 95111",,,,,,,,,,,,,,,,-,-,8396294,,,8396294,San Jose,,,,,,286,286,0.012401
140,Santa Clara,The Crossings Apartments,31342061,,False,,1180 LOCHINVAR AVE SUNNYVALE CA 94087-5100,,,,,,,,,,,,,,,,-,-,70919811,,,,Sunnyvale,,,,,,148,148,0.011322
189,Santa Clara,The Colonnade Apartments,467-45-084,,False,467-45-084,201 S 4Th St,San Jose,95112,,,,,,,,,,,,,,2900712,28817334,31718046,,,,017-101,,,,,,,,
189,Santa Clara,The Colonnade Apartments,467-45-075,,False,467-45-075,115 E San Carlos,San Jose,95112,,,,,,,,,,,,,,,,,,,,017-102,,,,,,,,
189,Santa Clara,The Colonnade Apartments,467-45-074,,False,467-45-074,115 E San Carlos St,San Jose,95112,,,,,,,,,,,,,,,,,,,,017-103,,,,,,,,
189,Santa Clara,The Colonnade Apartments,467-45-073,,False,467-45-073,200 S 3Rd St,San Jose,95112,,,,,,,,,,,,,,,,,,,,017-104,,,,,,,,
191,Santa Clara,Highland Gardens Apartments,154-01-034,,False,154-01-034,234 Escuela Av,Mountain View,94040,,,,,,,,,,,,,,42064765,62779200,104843965,,,,05-000,,,,,,,,
198,Santa Clara,220 Humboldt Ct. Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Santa Cruz,La Posada Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Solano,Montessa Apartments,128101150,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,-,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101140,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7595,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101130,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7606,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101120,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7619,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101110,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7631,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101100,,True,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,30262,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101090,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,30426,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101080,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,31967,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101070,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,35714,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101060,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,40196,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101050,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,-,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101040,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,66586,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101030,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,61921,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101020,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,49211,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128101010,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,99051,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102110,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1360,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102100,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1201,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102090,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1201,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102080,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1202,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102070,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1202,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102060,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1202,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102050,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,32653,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102040,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,32653,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102030,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,32697,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102020,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,32612,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102010,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,40431,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102210,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,47216,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102200,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29071,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102190,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29025,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102180,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29025,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102170,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29025,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102160,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7331,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102150,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,7331,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102140,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,6988,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102130,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1018,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128102120,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1223,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103090,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1507,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103080,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1101,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103070,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1101,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103060,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1101,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103050,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,1101,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103040,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29932,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103030,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29932,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103020,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,29932,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103010,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,55923,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103180,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,47738,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103170,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,27211,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103160,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,27211,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103150,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,27211,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103140,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,6874,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103130,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,6874,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103120,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,6874,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103110,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,6874,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128103100,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,8329,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105060,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,-,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105050,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,11538,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105040,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,11625,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105030,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,11618,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105020,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,11609,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128105010,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,11771,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128104020,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,56604,,,,Vacaville,,,,,,169,58,0.0117033
16,Solano,Montessa Apartments,128104010,,False,,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,-,-,60404,,,,Vacaville,,,,,,169,58,0.0117033
225,Solano,Bennington Apartments,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Sonoma,Citrine Apartments,89082034000,,False,089-082-034-000,1260 GROVE ST HEALDSBURG CA 95448-4784,,,,,,,,,,,,,,,,-,-,10140095,,,0,Healdsburg,,,,,,37,37,0.0115
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
